HGNC_Symbol,Log2FC,P_Value,DataSet,Group,Sp
CACNA1C,-0.09,0.57472,Iwamoto_BA46_BPD,BPD,Human
CACNA1D,0.06,0.44004,Iwamoto_BA46_BPD,BPD,Human
CACNA1I,0.05,0.39731,Iwamoto_BA46_BPD,BPD,Human
CAD,-0.25,0.08180,Iwamoto_BA46_BPD,BPD,Human
CALCRL,0.00,0.49239,Iwamoto_BA46_BPD,BPD,Human
CALR,0.03,0.56558,Iwamoto_BA46_BPD,BPD,Human
CAMK2A,-0.19,0.49688,Iwamoto_BA46_BPD,BPD,Human
CAMK4,-0.12,0.44213,Iwamoto_BA46_BPD,BPD,Human
CAMKK2,-0.28,0.19777,Iwamoto_BA46_BPD,BPD,Human
CAPN1,0.06,0.55344,Iwamoto_BA46_BPD,BPD,Human
CAPN2,0.20,0.11479,Iwamoto_BA46_BPD,BPD,Human
CASP1,-0.22,0.35771,Iwamoto_BA46_BPD,BPD,Human
CASP3,-0.06,0.64153,Iwamoto_BA46_BPD,BPD,Human
CASP6,0.20,0.37733,Iwamoto_BA46_BPD,BPD,Human
CASP7,0.38,0.04868,Iwamoto_BA46_BPD,BPD,Human
CASP8,0.02,0.89427,Iwamoto_BA46_BPD,BPD,Human
CASP9,-0.04,0.29648,Iwamoto_BA46_BPD,BPD,Human
CAT,0.02,0.59430,Iwamoto_BA46_BPD,BPD,Human
CAV1,-0.16,0.25643,Iwamoto_BA46_BPD,BPD,Human
CBL,-0.05,0.84398,Iwamoto_BA46_BPD,BPD,Human
CBLB,0.09,0.52508,Iwamoto_BA46_BPD,BPD,Human
CBR1,-0.25,0.07564,Iwamoto_BA46_BPD,BPD,Human
CBS,0.17,0.08015,Iwamoto_BA46_BPD,BPD,Human
CBX3,-0.01,0.88450,Iwamoto_BA46_BPD,BPD,Human
CCL11,0.10,0.73231,Iwamoto_BA46_BPD,BPD,Human
CCL17,-0.23,0.26246,Iwamoto_BA46_BPD,BPD,Human
CCL2,-0.10,0.84935,Iwamoto_BA46_BPD,BPD,Human
CCL20,0.07,0.78608,Iwamoto_BA46_BPD,BPD,Human
CCL5,0.08,0.51746,Iwamoto_BA46_BPD,BPD,Human
CCL7,-0.49,0.05130,Iwamoto_BA46_BPD,BPD,Human
CCNA2,-0.02,0.57172,Iwamoto_BA46_BPD,BPD,Human
CCNB2,0.00,0.99085,Iwamoto_BA46_BPD,BPD,Human
CCND1,0.03,0.77434,Iwamoto_BA46_BPD,BPD,Human
CCND2,-0.04,0.64325,Iwamoto_BA46_BPD,BPD,Human
CCNE1,0.40,0.00039,Iwamoto_BA46_BPD,BPD,Human
CCNG1,0.11,0.20419,Iwamoto_BA46_BPD,BPD,Human
CCNG2,0.07,0.39663,Iwamoto_BA46_BPD,BPD,Human
CCNH,-0.03,0.72642,Iwamoto_BA46_BPD,BPD,Human
CCR1,-0.10,0.70971,Iwamoto_BA46_BPD,BPD,Human
CCR3,-0.22,0.45604,Iwamoto_BA46_BPD,BPD,Human
CCR4,-0.08,0.73325,Iwamoto_BA46_BPD,BPD,Human
CCR5,-0.18,0.37717,Iwamoto_BA46_BPD,BPD,Human
CCR8,-0.21,0.39441,Iwamoto_BA46_BPD,BPD,Human
CCS,-0.02,0.77313,Iwamoto_BA46_BPD,BPD,Human
CD14,-0.29,0.38251,Iwamoto_BA46_BPD,BPD,Human
CD19,0.06,0.81351,Iwamoto_BA46_BPD,BPD,Human
CD22,-0.30,0.13094,Iwamoto_BA46_BPD,BPD,Human
CD28,0.21,0.27583,Iwamoto_BA46_BPD,BPD,Human
CD36,-0.27,0.08114,Iwamoto_BA46_BPD,BPD,Human
CD3D,0.07,0.76646,Iwamoto_BA46_BPD,BPD,Human
CD4,-0.16,0.21674,Iwamoto_BA46_BPD,BPD,Human
CD40,-0.13,0.43968,Iwamoto_BA46_BPD,BPD,Human
CD40LG,-0.04,0.89072,Iwamoto_BA46_BPD,BPD,Human
CD44,0.12,0.38471,Iwamoto_BA46_BPD,BPD,Human
CD79A,0.25,0.23665,Iwamoto_BA46_BPD,BPD,Human
CD79B,0.37,0.26941,Iwamoto_BA46_BPD,BPD,Human
CD80,0.01,0.92321,Iwamoto_BA46_BPD,BPD,Human
CD81,0.01,0.93663,Iwamoto_BA46_BPD,BPD,Human
CD86,-0.10,0.25943,Iwamoto_BA46_BPD,BPD,Human
CDA,0.06,0.84769,Iwamoto_BA46_BPD,BPD,Human
CDC14B,-0.01,0.42657,Iwamoto_BA46_BPD,BPD,Human
CDC20,0.03,0.92397,Iwamoto_BA46_BPD,BPD,Human
CDC25A,0.10,0.60968,Iwamoto_BA46_BPD,BPD,Human
CDC37,-0.24,0.07499,Iwamoto_BA46_BPD,BPD,Human
CDC42,-0.23,0.35574,Iwamoto_BA46_BPD,BPD,Human
CDC45,-0.19,0.52061,Iwamoto_BA46_BPD,BPD,Human
CDC6,-0.01,0.73555,Iwamoto_BA46_BPD,BPD,Human
CDC7,-0.16,0.22957,Iwamoto_BA46_BPD,BPD,Human
CDH1,-0.45,0.13394,Iwamoto_BA46_BPD,BPD,Human
CDH5,0.37,0.11504,Iwamoto_BA46_BPD,BPD,Human
CDIPT,-0.13,0.32636,Iwamoto_BA46_BPD,BPD,Human
CDK1,-0.40,0.11669,Iwamoto_BA46_BPD,BPD,Human
CDK2,-0.06,0.54195,Iwamoto_BA46_BPD,BPD,Human
CDK4,-0.03,0.64243,Iwamoto_BA46_BPD,BPD,Human
CDK5,-0.23,0.14926,Iwamoto_BA46_BPD,BPD,Human
CDK5R1,-0.13,0.63132,Iwamoto_BA46_BPD,BPD,Human
CDK6,0.36,0.14128,Iwamoto_BA46_BPD,BPD,Human
CDK7,-0.14,0.26448,Iwamoto_BA46_BPD,BPD,Human
CDK9,-0.10,0.33341,Iwamoto_BA46_BPD,BPD,Human
CDKN1A,0.53,0.13799,Iwamoto_BA46_BPD,BPD,Human
CDKN1B,-0.13,0.25295,Iwamoto_BA46_BPD,BPD,Human
CDKN2A,-0.22,0.28963,Iwamoto_BA46_BPD,BPD,Human
CDKN2B,0.04,0.89549,Iwamoto_BA46_BPD,BPD,Human
CDKN2C,0.45,0.01269,Iwamoto_BA46_BPD,BPD,Human
CDKN2D,0.03,0.19605,Iwamoto_BA46_BPD,BPD,Human
CDX2,0.32,0.06768,Iwamoto_BA46_BPD,BPD,Human
CEBPA,-0.11,0.44144,Iwamoto_BA46_BPD,BPD,Human
CEBPB,0.01,0.91463,Iwamoto_BA46_BPD,BPD,Human
CER1,-0.09,0.69319,Iwamoto_BA46_BPD,BPD,Human
CFL1,0.09,0.22275,Iwamoto_BA46_BPD,BPD,Human
CFLAR,0.00,0.42269,Iwamoto_BA46_BPD,BPD,Human
CHD8,-0.07,0.29842,Iwamoto_BA46_BPD,BPD,Human
CHEK1,-0.18,0.41834,Iwamoto_BA46_BPD,BPD,Human
CHRM3,-0.08,0.65072,Iwamoto_BA46_BPD,BPD,Human
CHRNA4,0.07,0.61561,Iwamoto_BA46_BPD,BPD,Human
CHRNA7,-0.26,0.42303,Iwamoto_BA46_BPD,BPD,Human
CHUK,-0.10,0.53018,Iwamoto_BA46_BPD,BPD,Human
CISH,0.13,0.60540,Iwamoto_BA46_BPD,BPD,Human
CKB,-0.17,0.04630,Iwamoto_BA46_BPD,BPD,Human
CLIP1,-0.03,0.60072,Iwamoto_BA46_BPD,BPD,Human
CLOCK,-0.17,0.34976,Iwamoto_BA46_BPD,BPD,Human
CLTA,-0.01,0.09764,Iwamoto_BA46_BPD,BPD,Human
CNGB1,0.23,0.31280,Iwamoto_BA46_BPD,BPD,Human
CNOT1,-0.09,0.21065,Iwamoto_BA46_BPD,BPD,Human
CNR1,-0.16,0.53840,Iwamoto_BA46_BPD,BPD,Human
COL1A1,0.21,0.44131,Iwamoto_BA46_BPD,BPD,Human
COMT,-0.02,0.28981,Iwamoto_BA46_BPD,BPD,Human
COX11,-0.01,0.59319,Iwamoto_BA46_BPD,BPD,Human
COX15,-0.03,0.47053,Iwamoto_BA46_BPD,BPD,Human
COX17,-0.17,0.08491,Iwamoto_BA46_BPD,BPD,Human
COX4I1,-0.02,0.23043,Iwamoto_BA46_BPD,BPD,Human
COX5A,-0.19,0.17553,Iwamoto_BA46_BPD,BPD,Human
COX5B,-0.10,0.15162,Iwamoto_BA46_BPD,BPD,Human
COX6A1,-0.07,0.32371,Iwamoto_BA46_BPD,BPD,Human
COX6C,-0.19,0.08815,Iwamoto_BA46_BPD,BPD,Human
COX7A1,0.03,0.77288,Iwamoto_BA46_BPD,BPD,Human
COX7B,-0.14,0.18063,Iwamoto_BA46_BPD,BPD,Human
COX7C,-0.07,0.33908,Iwamoto_BA46_BPD,BPD,Human
COX8A,-0.28,0.02308,Iwamoto_BA46_BPD,BPD,Human
CP,0.71,0.02604,Iwamoto_BA46_BPD,BPD,Human
CPS1,0.21,0.38827,Iwamoto_BA46_BPD,BPD,Human
CPT1A,0.11,0.35059,Iwamoto_BA46_BPD,BPD,Human
CPT1B,-0.01,0.54908,Iwamoto_BA46_BPD,BPD,Human
CPT2,-0.02,0.34415,Iwamoto_BA46_BPD,BPD,Human
CR2,0.23,0.42809,Iwamoto_BA46_BPD,BPD,Human
CRAT,0.14,0.13166,Iwamoto_BA46_BPD,BPD,Human
CREB1,-0.11,0.21824,Iwamoto_BA46_BPD,BPD,Human
CREB3,0.04,0.63192,Iwamoto_BA46_BPD,BPD,Human
CREBBP,-0.06,0.66322,Iwamoto_BA46_BPD,BPD,Human
CRH,-0.66,0.02435,Iwamoto_BA46_BPD,BPD,Human
CRHR1,-0.13,0.45056,Iwamoto_BA46_BPD,BPD,Human
CRK,-0.19,0.07975,Iwamoto_BA46_BPD,BPD,Human
CS,0.01,0.83775,Iwamoto_BA46_BPD,BPD,Human
CSF1,0.14,0.53596,Iwamoto_BA46_BPD,BPD,Human
CSF1R,-0.47,0.04315,Iwamoto_BA46_BPD,BPD,Human
CSF2,-0.12,0.54447,Iwamoto_BA46_BPD,BPD,Human
CSF2RB,0.01,0.97044,Iwamoto_BA46_BPD,BPD,Human
CSF3,0.29,0.33922,Iwamoto_BA46_BPD,BPD,Human
CSF3R,-0.20,0.34103,Iwamoto_BA46_BPD,BPD,Human
CSH1,-0.23,0.27838,Iwamoto_BA46_BPD,BPD,Human
CSN2,0.13,0.57861,Iwamoto_BA46_BPD,BPD,Human
CSNK1D,0.09,0.09482,Iwamoto_BA46_BPD,BPD,Human
CSNK2A1,-0.11,0.21030,Iwamoto_BA46_BPD,BPD,Human
CTBP1,-0.09,0.50821,Iwamoto_BA46_BPD,BPD,Human
CTH,-0.01,0.76926,Iwamoto_BA46_BPD,BPD,Human
CTLA4,0.25,0.26825,Iwamoto_BA46_BPD,BPD,Human
CTNNA1,-0.03,0.42357,Iwamoto_BA46_BPD,BPD,Human
CTNNB1,0.01,0.93718,Iwamoto_BA46_BPD,BPD,Human
CTNNBIP1,0.09,0.23562,Iwamoto_BA46_BPD,BPD,Human
CTNND1,0.10,0.18258,Iwamoto_BA46_BPD,BPD,Human
CTPS1,-0.22,0.06028,Iwamoto_BA46_BPD,BPD,Human
CTSD,-0.34,0.00134,Iwamoto_BA46_BPD,BPD,Human
CUL1,-0.28,0.04296,Iwamoto_BA46_BPD,BPD,Human
CUL2,-0.08,0.15801,Iwamoto_BA46_BPD,BPD,Human
CUL3,-0.09,0.42633,Iwamoto_BA46_BPD,BPD,Human
CX3CL1,-0.21,0.15869,Iwamoto_BA46_BPD,BPD,Human
CXCL1,0.60,0.08346,Iwamoto_BA46_BPD,BPD,Human
CXCL10,-0.34,0.32567,Iwamoto_BA46_BPD,BPD,Human
CXCL12,-0.24,0.08771,Iwamoto_BA46_BPD,BPD,Human
CXCL8,-0.24,0.51095,Iwamoto_BA46_BPD,BPD,Human
CXCR2,0.59,0.09917,Iwamoto_BA46_BPD,BPD,Human
CXCR4,-0.19,0.23051,Iwamoto_BA46_BPD,BPD,Human
CXCR6,0.07,0.73551,Iwamoto_BA46_BPD,BPD,Human
CXXC4,0.01,0.95215,Iwamoto_BA46_BPD,BPD,Human
CYBA,-0.11,0.59391,Iwamoto_BA46_BPD,BPD,Human
CYBB,-0.12,0.29478,Iwamoto_BA46_BPD,BPD,Human
CYC1,-0.37,0.00966,Iwamoto_BA46_BPD,BPD,Human
CYCS,-0.08,0.38458,Iwamoto_BA46_BPD,BPD,Human
CYP11A1,0.24,0.32580,Iwamoto_BA46_BPD,BPD,Human
CYP11B1,0.08,0.73730,Iwamoto_BA46_BPD,BPD,Human
CYP17A1,0.14,0.42351,Iwamoto_BA46_BPD,BPD,Human
CYP1A1,0.17,0.24909,Iwamoto_BA46_BPD,BPD,Human
CYP1B1,0.01,0.37672,Iwamoto_BA46_BPD,BPD,Human
CYP21A2,0.05,0.83027,Iwamoto_BA46_BPD,BPD,Human
CYP24A1,-0.12,0.72242,Iwamoto_BA46_BPD,BPD,Human
CYP27A1,-0.27,0.32913,Iwamoto_BA46_BPD,BPD,Human
CYP2B6,0.15,0.49188,Iwamoto_BA46_BPD,BPD,Human
CYP2C19,-0.12,0.65557,Iwamoto_BA46_BPD,BPD,Human
CYP2C8,-0.06,0.35324,Iwamoto_BA46_BPD,BPD,Human
CYP2E1,-0.01,0.19590,Iwamoto_BA46_BPD,BPD,Human
CYP2J2,0.06,0.77482,Iwamoto_BA46_BPD,BPD,Human
CYP2U1,0.00,0.98873,Iwamoto_BA46_BPD,BPD,Human
CYP3A4,-0.11,0.24612,Iwamoto_BA46_BPD,BPD,Human
CYP4F3,-0.13,0.59484,Iwamoto_BA46_BPD,BPD,Human
CYP4F8,-0.15,0.67756,Iwamoto_BA46_BPD,BPD,Human
CYP7A1,0.24,0.60730,Iwamoto_BA46_BPD,BPD,Human
CYSLTR1,0.06,0.84182,Iwamoto_BA46_BPD,BPD,Human
DAB1,0.09,0.71339,Iwamoto_BA46_BPD,BPD,Human
DAPP1,0.38,0.01376,Iwamoto_BA46_BPD,BPD,Human
DAXX,0.10,0.32225,Iwamoto_BA46_BPD,BPD,Human
DBF4,0.28,0.05855,Iwamoto_BA46_BPD,BPD,Human
DBH,-0.06,0.76248,Iwamoto_BA46_BPD,BPD,Human
DBI,0.02,0.55175,Iwamoto_BA46_BPD,BPD,Human
DCC,0.05,0.78932,Iwamoto_BA46_BPD,BPD,Human
DCK,-0.06,0.66731,Iwamoto_BA46_BPD,BPD,Human
DCT,0.10,0.24998,Iwamoto_BA46_BPD,BPD,Human
DCTD,-0.12,0.15971,Iwamoto_BA46_BPD,BPD,Human
DDB2,0.04,0.77589,Iwamoto_BA46_BPD,BPD,Human
DDC,-0.15,0.05542,Iwamoto_BA46_BPD,BPD,Human
DDIT3,0.01,0.87761,Iwamoto_BA46_BPD,BPD,Human
DDIT4,0.40,0.05821,Iwamoto_BA46_BPD,BPD,Human
DDX5,-0.12,0.28166,Iwamoto_BA46_BPD,BPD,Human
DERL1,-0.23,0.05300,Iwamoto_BA46_BPD,BPD,Human
DHODH,0.16,0.33124,Iwamoto_BA46_BPD,BPD,Human
DIAPH1,0.09,0.30349,Iwamoto_BA46_BPD,BPD,Human
DIO1,0.28,0.27492,Iwamoto_BA46_BPD,BPD,Human
DIO2,0.24,0.25796,Iwamoto_BA46_BPD,BPD,Human
DIO3,0.01,0.95298,Iwamoto_BA46_BPD,BPD,Human
DKK1,0.15,0.47070,Iwamoto_BA46_BPD,BPD,Human
DLAT,-0.26,0.19364,Iwamoto_BA46_BPD,BPD,Human
DLD,-0.16,0.23701,Iwamoto_BA46_BPD,BPD,Human
DLG1,-0.14,0.22758,Iwamoto_BA46_BPD,BPD,Human
DLG4,0.21,0.16974,Iwamoto_BA46_BPD,BPD,Human
DLL3,0.07,0.72780,Iwamoto_BA46_BPD,BPD,Human
DLST,-0.03,0.68424,Iwamoto_BA46_BPD,BPD,Human
DLX5,0.19,0.07708,Iwamoto_BA46_BPD,BPD,Human
DNM1,0.03,0.73401,Iwamoto_BA46_BPD,BPD,Human
DNM1L,-0.33,0.04175,Iwamoto_BA46_BPD,BPD,Human
DNM2,0.19,0.29048,Iwamoto_BA46_BPD,BPD,Human
DNMT1,-0.15,0.07691,Iwamoto_BA46_BPD,BPD,Human
DNMT3A,-0.45,0.20542,Iwamoto_BA46_BPD,BPD,Human
DOCK1,0.00,0.98278,Iwamoto_BA46_BPD,BPD,Human
DOCK2,-0.68,0.03774,Iwamoto_BA46_BPD,BPD,Human
DPYD,-0.05,0.68954,Iwamoto_BA46_BPD,BPD,Human
DPYS,-0.14,0.57270,Iwamoto_BA46_BPD,BPD,Human
DPYSL2,-0.02,0.81173,Iwamoto_BA46_BPD,BPD,Human
DRD1,-0.14,0.54966,Iwamoto_BA46_BPD,BPD,Human
DRD2,0.06,0.14360,Iwamoto_BA46_BPD,BPD,Human
DRD3,0.27,0.32812,Iwamoto_BA46_BPD,BPD,Human
DTYMK,-0.10,0.65168,Iwamoto_BA46_BPD,BPD,Human
DUT,-0.03,0.72471,Iwamoto_BA46_BPD,BPD,Human
DVL1,0.07,0.40630,Iwamoto_BA46_BPD,BPD,Human
E2F1,0.11,0.34534,Iwamoto_BA46_BPD,BPD,Human
E2F2,0.55,0.04951,Iwamoto_BA46_BPD,BPD,Human
E2F3,0.08,0.45934,Iwamoto_BA46_BPD,BPD,Human
E2F4,0.03,0.87847,Iwamoto_BA46_BPD,BPD,Human
ECH1,-0.01,0.91414,Iwamoto_BA46_BPD,BPD,Human
ECHDC1,-0.13,0.23170,Iwamoto_BA46_BPD,BPD,Human
ECHS1,-0.15,0.08420,Iwamoto_BA46_BPD,BPD,Human
EDN1,0.85,0.00408,Iwamoto_BA46_BPD,BPD,Human
EDNRA,0.02,0.49229,Iwamoto_BA46_BPD,BPD,Human
EDNRB,0.34,0.10687,Iwamoto_BA46_BPD,BPD,Human
EEF2,0.06,0.38762,Iwamoto_BA46_BPD,BPD,Human
EFNA1,-0.07,0.76167,Iwamoto_BA46_BPD,BPD,Human
EGF,-0.58,0.02881,Iwamoto_BA46_BPD,BPD,Human
EGFR,0.24,0.13931,Iwamoto_BA46_BPD,BPD,Human
EGLN2,-0.05,0.55618,Iwamoto_BA46_BPD,BPD,Human
EGR1,-0.09,0.44755,Iwamoto_BA46_BPD,BPD,Human
EGR2,-0.16,0.52005,Iwamoto_BA46_BPD,BPD,Human
EHHADH,0.75,0.04337,Iwamoto_BA46_BPD,BPD,Human
EHMT2,-0.17,0.32059,Iwamoto_BA46_BPD,BPD,Human
EIF2AK2,0.03,0.75834,Iwamoto_BA46_BPD,BPD,Human
EIF2AK3,0.04,0.76336,Iwamoto_BA46_BPD,BPD,Human
EIF2S1,-0.13,0.20111,Iwamoto_BA46_BPD,BPD,Human
EIF3H,-0.14,0.07023,Iwamoto_BA46_BPD,BPD,Human
EIF4B,-0.02,0.52832,Iwamoto_BA46_BPD,BPD,Human
EIF4E,0.03,0.23484,Iwamoto_BA46_BPD,BPD,Human
EIF4EBP1,-0.01,0.96311,Iwamoto_BA46_BPD,BPD,Human
ELAVL1,0.12,0.28673,Iwamoto_BA46_BPD,BPD,Human
ELK1,0.24,0.05900,Iwamoto_BA46_BPD,BPD,Human
ELMO1,-0.20,0.23155,Iwamoto_BA46_BPD,BPD,Human
ELOVL1,-0.40,0.01895,Iwamoto_BA46_BPD,BPD,Human
ELOVL2,0.30,0.13297,Iwamoto_BA46_BPD,BPD,Human
ELOVL4,-0.05,0.84132,Iwamoto_BA46_BPD,BPD,Human
ELOVL5,-0.01,0.26448,Iwamoto_BA46_BPD,BPD,Human
ELOVL6,-0.03,0.76403,Iwamoto_BA46_BPD,BPD,Human
ENO1,-0.06,0.24647,Iwamoto_BA46_BPD,BPD,Human
ENPP1,0.23,0.30926,Iwamoto_BA46_BPD,BPD,Human
EPAS1,0.13,0.31791,Iwamoto_BA46_BPD,BPD,Human
EPHA2,0.26,0.27169,Iwamoto_BA46_BPD,BPD,Human
EPHX1,0.35,0.04660,Iwamoto_BA46_BPD,BPD,Human
EPHX2,0.25,0.34225,Iwamoto_BA46_BPD,BPD,Human
EPO,0.06,0.84327,Iwamoto_BA46_BPD,BPD,Human
ERBB2,0.26,0.27628,Iwamoto_BA46_BPD,BPD,Human
ERBB3,-0.27,0.10209,Iwamoto_BA46_BPD,BPD,Human
ERBB4,0.04,0.31012,Iwamoto_BA46_BPD,BPD,Human
EREG,0.03,0.93582,Iwamoto_BA46_BPD,BPD,Human
ERN1,0.01,0.94998,Iwamoto_BA46_BPD,BPD,Human
ESPL1,0.13,0.47243,Iwamoto_BA46_BPD,BPD,Human
ESR1,0.14,0.44874,Iwamoto_BA46_BPD,BPD,Human
ESRRB,-0.16,0.32325,Iwamoto_BA46_BPD,BPD,Human
ETS1,-0.05,0.81117,Iwamoto_BA46_BPD,BPD,Human
ETV5,-0.34,0.00607,Iwamoto_BA46_BPD,BPD,Human
ETV6,0.22,0.25678,Iwamoto_BA46_BPD,BPD,Human
EWSR1,-0.08,0.26399,Iwamoto_BA46_BPD,BPD,Human
EXOC2,-0.02,0.77205,Iwamoto_BA46_BPD,BPD,Human
EXOC5,-0.37,0.04600,Iwamoto_BA46_BPD,BPD,Human
EXOC7,-0.25,0.24940,Iwamoto_BA46_BPD,BPD,Human
EXOSC2,-0.06,0.10608,Iwamoto_BA46_BPD,BPD,Human
EXOSC4,-0.16,0.15277,Iwamoto_BA46_BPD,BPD,Human
EXOSC7,-0.07,0.33558,Iwamoto_BA46_BPD,BPD,Human
EXOSC9,-0.24,0.05441,Iwamoto_BA46_BPD,BPD,Human
EZH2,-0.08,0.81687,Iwamoto_BA46_BPD,BPD,Human
EZR,0.17,0.21727,Iwamoto_BA46_BPD,BPD,Human
F2,-0.07,0.76423,Iwamoto_BA46_BPD,BPD,Human
F2R,-0.11,0.63564,Iwamoto_BA46_BPD,BPD,Human
FABP1,0.09,0.72267,Iwamoto_BA46_BPD,BPD,Human
FABP2,0.20,0.42402,Iwamoto_BA46_BPD,BPD,Human
FABP3,-0.11,0.43193,Iwamoto_BA46_BPD,BPD,Human
FABP4,0.09,0.80373,Iwamoto_BA46_BPD,BPD,Human
FADD,0.10,0.40732,Iwamoto_BA46_BPD,BPD,Human
FADS1,0.04,0.70888,Iwamoto_BA46_BPD,BPD,Human
FADS2,0.00,0.97905,Iwamoto_BA46_BPD,BPD,Human
FAF1,0.14,0.07080,Iwamoto_BA46_BPD,BPD,Human
FAH,0.17,0.20852,Iwamoto_BA46_BPD,BPD,Human
FAS,0.26,0.16385,Iwamoto_BA46_BPD,BPD,Human
FASLG,0.16,0.36631,Iwamoto_BA46_BPD,BPD,Human
FASN,-0.04,0.57291,Iwamoto_BA46_BPD,BPD,Human
FBP1,0.02,0.89027,Iwamoto_BA46_BPD,BPD,Human
FBXW11,-0.18,0.17447,Iwamoto_BA46_BPD,BPD,Human
FCGR2A,0.12,0.66673,Iwamoto_BA46_BPD,BPD,Human
FDPS,-0.16,0.12156,Iwamoto_BA46_BPD,BPD,Human
FGF1,0.08,0.58266,Iwamoto_BA46_BPD,BPD,Human
FGF14,-0.22,0.44610,Iwamoto_BA46_BPD,BPD,Human
FGF2,0.52,0.04361,Iwamoto_BA46_BPD,BPD,Human
FGF21,0.27,0.32381,Iwamoto_BA46_BPD,BPD,Human
FGFR1,0.11,0.16640,Iwamoto_BA46_BPD,BPD,Human
FGFR2,-0.03,0.54949,Iwamoto_BA46_BPD,BPD,Human
FGFR3,0.39,0.10247,Iwamoto_BA46_BPD,BPD,Human
FGR,0.14,0.64428,Iwamoto_BA46_BPD,BPD,Human
FH,-0.31,0.03704,Iwamoto_BA46_BPD,BPD,Human
FKBP4,-0.40,0.03036,Iwamoto_BA46_BPD,BPD,Human
FLNA,-0.01,0.47232,Iwamoto_BA46_BPD,BPD,Human
FLT1,0.33,0.21471,Iwamoto_BA46_BPD,BPD,Human
FLT3,-0.36,0.06648,Iwamoto_BA46_BPD,BPD,Human
FLT3LG,0.10,0.54014,Iwamoto_BA46_BPD,BPD,Human
FLT4,0.32,0.34365,Iwamoto_BA46_BPD,BPD,Human
FN1,0.02,0.78870,Iwamoto_BA46_BPD,BPD,Human
FOLH1,-0.48,0.01400,Iwamoto_BA46_BPD,BPD,Human
FOS,-0.63,0.11025,Iwamoto_BA46_BPD,BPD,Human
FOSB,0.01,0.97259,Iwamoto_BA46_BPD,BPD,Human
FOSL1,0.01,0.96822,Iwamoto_BA46_BPD,BPD,Human
FOXA2,0.00,0.54942,Iwamoto_BA46_BPD,BPD,Human
FOXO1,0.37,0.05291,Iwamoto_BA46_BPD,BPD,Human
FOXO3,-0.18,0.31286,Iwamoto_BA46_BPD,BPD,Human
FOXO4,-0.01,0.97497,Iwamoto_BA46_BPD,BPD,Human
FRS2,0.44,0.15628,Iwamoto_BA46_BPD,BPD,Human
FRZB,-0.11,0.41171,Iwamoto_BA46_BPD,BPD,Human
FSHR,0.02,0.91615,Iwamoto_BA46_BPD,BPD,Human
FTH1,0.02,0.45581,Iwamoto_BA46_BPD,BPD,Human
FUCA1,0.00,0.99326,Iwamoto_BA46_BPD,BPD,Human
FUT8,-0.14,0.20691,Iwamoto_BA46_BPD,BPD,Human
FYN,0.06,0.53776,Iwamoto_BA46_BPD,BPD,Human
FZD10,-0.05,0.84721,Iwamoto_BA46_BPD,BPD,Human
FZD3,-0.28,0.22324,Iwamoto_BA46_BPD,BPD,Human
FZR1,0.00,0.79814,Iwamoto_BA46_BPD,BPD,Human
G6PC1,0.87,0.01781,Iwamoto_BA46_BPD,BPD,Human
G6PD,-0.06,0.48746,Iwamoto_BA46_BPD,BPD,Human
GAB1,-0.05,0.44501,Iwamoto_BA46_BPD,BPD,Human
GAB2,0.03,0.77639,Iwamoto_BA46_BPD,BPD,Human
GABARAP,-0.10,0.10658,Iwamoto_BA46_BPD,BPD,Human
GABBR1,-0.44,0.15030,Iwamoto_BA46_BPD,BPD,Human
GABRA1,-0.27,0.31530,Iwamoto_BA46_BPD,BPD,Human
GAD1,-0.39,0.13821,Iwamoto_BA46_BPD,BPD,Human
GADD45G,0.40,0.12891,Iwamoto_BA46_BPD,BPD,Human
GAMT,-0.23,0.02573,Iwamoto_BA46_BPD,BPD,Human
GAPDH,-0.16,0.06792,Iwamoto_BA46_BPD,BPD,Human
GART,0.10,0.23470,Iwamoto_BA46_BPD,BPD,Human
GATA4,-0.25,0.40215,Iwamoto_BA46_BPD,BPD,Human
GATM,0.09,0.57123,Iwamoto_BA46_BPD,BPD,Human
GBE1,-0.06,0.57812,Iwamoto_BA46_BPD,BPD,Human
GCDH,0.12,0.18529,Iwamoto_BA46_BPD,BPD,Human
GCG,-0.09,0.81276,Iwamoto_BA46_BPD,BPD,Human
GCK,0.68,0.01040,Iwamoto_BA46_BPD,BPD,Human
GCLC,-0.17,0.13146,Iwamoto_BA46_BPD,BPD,Human
GFPT1,-0.31,0.13652,Iwamoto_BA46_BPD,BPD,Human
GGPS1,-0.12,0.11966,Iwamoto_BA46_BPD,BPD,Human
GGT1,0.07,0.47631,Iwamoto_BA46_BPD,BPD,Human
GHR,0.20,0.05857,Iwamoto_BA46_BPD,BPD,Human
GHRH,-0.12,0.65588,Iwamoto_BA46_BPD,BPD,Human
GHRHR,0.29,0.27039,Iwamoto_BA46_BPD,BPD,Human
GJA1,0.51,0.05647,Iwamoto_BA46_BPD,BPD,Human
GK,0.40,0.04355,Iwamoto_BA46_BPD,BPD,Human
GLA,-0.02,0.82791,Iwamoto_BA46_BPD,BPD,Human
GLB1,-0.17,0.03808,Iwamoto_BA46_BPD,BPD,Human
GLI2,0.16,0.56455,Iwamoto_BA46_BPD,BPD,Human
GLI3,0.17,0.39232,Iwamoto_BA46_BPD,BPD,Human
GLS2,-0.13,0.28535,Iwamoto_BA46_BPD,BPD,Human
